name_user,reason_ban,time_ban
W3G,OI4PZPA84,426285739000
GHYVEGFANK,B,1758501717000
WZLRUGC6C2,PW1,1147034053000
GALPUF,I01WQBC,718860646000
LBL7B,7VG,377185421000
K7C3H4,H0W8LKE10C,149755834000
4K,ENKVEBF7U0,118312840000
4FYN,V,258365885000
7MS0QO,NXALGLFIA8,462724456000
X,4L7UTN,866910070000
XGG5S,SC7S08,1183657567000
IOF7OHF3F1,S8,729439886000
6,VFTD,1887501010000
8GY6,UY3TT89,739432122000
W,OWKBACEPC,1257430349000
SO,HQ,1072000720000
DIEYG,4DI1CDT,1664571884000
65BWKPPAC,IWQ4L5R,910434830000
07LF346NO,345B,923120415000
WPRUBS5Z,NW,449854394000
WUVBFL,O9A2DC4,440095157000
WQPGLZS77P,PI7K,1714072816000
YEW,8LHXDX9SDT,635138410000
M4SDR,YVHLH03AN,396795372000
QB4KM8,P41,1333177423000
ETHR439HG,Y9J,785797236000
0SLT,X,743083134000
TD,7341,1211141339000
2B4EI15IW,CHLEAXQ,1569969775000
4,T,1313951725000
1FC1,YGWV7,1025963227000
O0,SUON5O,374187024000
0VWJO,2,607568008000
8L8KR7I,HHJZ,576304609000
KV,79,220048534000
PSGTJW1,RYA,28530028000
GOIC5QI07Q,TVBBREV7A,419006884000
J7D430ZU,LM,489236220000
0H7R10CYO,7,1572420761000
6NP1,AWG2PK8IS8,762805164000
XD8XR5O4,S22VG1NWU,1087909351000
3C3HRJD,Q7BGN9IRKY,1195318136000
MC,P,1393635235000
04FY5B4S7,ASES,387266484000
37J4HELO0E,KREDB5,1535819813000
NAH,5H,1354294584000
NWGQZW9F,FLKW1,391991693000
X293N29HVT,QQZUVLC,1464668513000
RO1,VGO3W,975402113000
HBIY0QXYD,G1,1327289558000
2U0JG,32M5I4,541850536000
7VUGRCUP,99GBZ,670987182000
FYDG2,5BEQX0FR,1445615560000
YFIT3W,8NHNU4,1534156747000
UXN4DMOBY,CORII62,167786180000
EL,RU8CUQN,641895881000
9G,QJXKV561,33957993000
WT5R13,CPU8CMYZ,530544176000
Y9168,5UIIF9KGU,178733131000
AYS1,IK3UC1SA,58693720000
T0W9R,JWP5QTF9,357505850000
XBE,5WMT0F9,439776503000
CTJZ5E,3ZCP569FJW,1246409895000
7,LWRSU98,669299480000
E4RNJ,53APH228B,605466096000
WSNTPNZ,6UTKHZF,328530952000
FGWQ4B6B,J,1576724902000
1XUBG96,F4G4PIZ2C,1695369507000
GAU39,U70SSH,387556200000
PWM0Y,B7E0,706007563000
L94J,UZ,496001378000
2,OR,44341671000
T,EGOU3CV,1468600594000
XOSVPNZ,2Z,1805156182000
E1,WMZ0UVWUYS,1334535442000
E1AX,A,278386252000
T7Y75WJ41,DW,1718148001000
1LMOELQJ2T,Q6KP35PFF,1510312542000
VGDC0T8PNW,ZE05,714052527000
HB11I9SJ,2GDG5B,926327966000
SX3,5D68V4,564888326000
6ZLK,7QKJD2,1756954195000
MK5YXRDVF,RCK0U5,720922187000
CKT,KMHF8,779875416000
XQ9XVDXP,QS8H,576797193000
X2W7,4V,264266855000
O,YTLNQHZ4V8,549857151000
59U,SH,273934997000
9,91LGI,194661108000
KLE6OJH6,BL,1522526082000
YNZCWM,CR,592814069000
IVIKEZ143,4G7AK9X,168014995000
B66F8ZZ,IDR,708039658000
NQLW,7,1578080039000
U62,N,1235903643000
XODBIJ4,E33,1194994650000
5RWFKEV,KF1U122PNY,229212118000
9OZWM8,G5NTB,1683655458000
HI,W8UXFP7PR,13756530000
IZ,AP59S,928521709000
NO,Y0GB7,574510183000
69ONT2F07J,22GLQ3,790809865000
K90BL,A1ZU,330595896000
PO40I,5V4594D4B4,1593713020000
SVGYWS3AL,F92X1,1821630499000
OD8,Y,739736147000
J2,90MTZMCQ,1751712927000
SLLFW7F,CIZW,1306058993000
R,N8CGV,762050582000
GNGVEW5K,JQWMIH,1745848355000
Q0RTWU,BSV0R,1136058972000
HPUR8SA26I,DDR0QT5,1716668033000
OZVOPAWQ4,LTX,1237157322000
T,RPPD8X7,1869054881000
K1SW,RZ,1701394278000
F9KI,R9TUXA,1380469258000
60,FEJ0GE,1390851709000
FB,4G,1651758700000
K3LI4V,MSOG,1297042197000
XG284U2,E,1020252245000
U7123B,RXWNOT,881460190000
JJXDUOZJ1,RI,1452052435000
OSAZ,ZY0FXJI6G,1431067535000
3J,6O06L8Q,1544127558000
KU1Y4XN,LSQA7,947012992000
XZ8LPA0,1,697369708000
F3,EAC9,329151591000
88F9W6K3Q,XQWF5,1078623225000
O,R5JFEH7,789081434000
312OV,1E91WU,1737161514000
SVK6SR,LFKPV,1739653899000
GGOZLSZFIF,7W,1848448352000
QYIHWA9M,K3AV,91705469000
IL0GT69Z3H,ECU2HCN7CJ,433234745000
EFC9N,M4UDW,1657607779000
PZ9T,6CM,298876270000
DI4,KHM,692239417000
Y,YJKK0SB,54145616000
EO,4,1204076509000
4ZS6S8WU,7Y,314924756000
BVHC,7Q14J6M,46197114000
P,6T4P,257262301000
28VSC5GD4M,Y,277062116000
U,H13Z,551437775000
BHUH6X,PP,1836355402000
ZZH219,3,1504065229000
P5SR6DV,JJWV5MR7L6,1770004730000
HYHX937,UZWND,61101662000
NH4VD56NP,ZGCZ3,717670171000
B,2I,710853183000
R89FW,BNY49LSP9I,811918443000
ZZUX5K,4AKD,306278390000
NUQI,Q4AQ125BL,978590870000
XPBP,035TNXR8GQ,142125836000
6X3,K,956734964000
KSO,SNHNKE,985517472000
WRB2I939H,5,1098978821000
0M4,HYMSU0RUA,708831355000
ZVD,11W12IDRNV,1430123383000
MPJ6Z3,XHSYP9,552496150000
0FTYEE,AY,1704248623000
CRWNB,NJS,1599192957000
NSF,EE3VIPP,924046117000
YCAVOJKJC,R1J74,1841436430000
DRLNI,BD3UJ1143,1357582748000
BM9UDNJC,GHUNCO5H99,97575181000
6SMEQY,WU715,1351028945000
R,HCG1QV,1280912000000
0X5,JFN8IP,1239005892000
QO4F,K2Z0MF2N55,1167359212000
6T2H,HKR7S7UI,158372938000
AIVW9,M5WD688JKO,1669359990000
L4,HP,1320937585000
S8JUV,U8N,355914769000
LB2YYR,9L8EY,1077103493000
QI5,63,1671176911000
F,RGIBI,1711442852000
PX1,U0BNJY,1056523059000
0MYKPKJBEJ,0,3681382000
GYEGS,0PF5A,1327117751000
S6GJJZ,GZY,1553862963000
90KRUTM,IIP,1053719019000
XM3NM,R,435576063000
6PE39W05HH,Y7GSV6,723509858000
ZNC87LV,1,1208675126000
DCJHTJV4,M7,334915771000
RB9OP,LD2TJ1JX,1650745669000
XE1OU27MSX,ULX7YW08V,1740459427000
D7A1SSVK,KTB7,48205048000
LM,WQK,852011066000
8PG,7,1232646952000
MPKAVO,6DU,1738723350000
YUKC1FN2,M2,902531073000
IADU907,BP,775608339000
995Q,W,613357268000
Z,3QY,329793795000
883CFHXR,LIEGNJ7R70,1543211247000
ON5JVH2,63C7YFJEAZ,1112188121000
C7,JZQC2SY74T,459258785000
TQT8O5TSE,RVU,159364967000
SUCFGJ3XX,8B1V20,377841867000
PN39Q46U,N0T8,1146099132000
P9LFVW,N6V5IWTS,595596911000
6VI8IENTK0,DF,793753828000
6B4E19J,VWTKT,1891787837000
S8SWF,J6GDU2Z9N,1164856346000
GM6FH,UTDLF2VK,1839822453000
4CRE,AWK60YR3,1332215714000
MI,QLG57AP,1750768950000
FTL4VY,HO7E,1747373848000
P8S9V9W,3WC,1074591142000
MC,8,1151645295000
8WSWOQ0,E42J3,533564127000
Z14OOGM,OF0UY9E5,77523120000
ZVP395,OGXUZCJ99S,1714413316000
4FPBH,Y3OV,271499575000
0MJK,B,668242499000
L4AB,5N,405498761000
5XLS,Y4SRIQ2G,324444325000
8N1,PPDW0RJJ0,482106111000
H48,A70I,1528888944000
SH,JNRQA,1107049454000
162NTBYJ,GNNSUO,785622950000
X61BV21CV,6PVITEZT,551992889000
PS,2QU86HIJ,752646945000
FSU222Q,ZAJEZ,1041004408000
PYKX0CB,RC9R,541108641000
LOT,ZVNECRPOUA,1698103659000
F,VHIF,180508018000
WT6Q,I8Y,1457688280000
IMX8DB,X,448789493000
50R4J,E,1359789037000
V79K,FZR5WT,1562230990000
DCI,Y5,608014224000
OJ4ZVZIZ4O,O7GV,1359027767000
ZIKYYMBH,9,933778025000
BOO7QMI0,XHTWR96,891389801000
96PY,LQGG,774745163000
W8,P3,1707707241000
R3QIMFKKFI,7UZVDCXFNU,579255341000
B5,NQUWQ2,1237805717000
573DOMQR,0ZCA,399086853000
0J2YKQLJCT,3,553842641000
DO9JNT7,ESLULR,938070451000
A6ECLLSRR,CWIG21TE,1719249149000
PEL,AG,1110965978000
RKSW24W,0CZX,408334826000
P470YDERQ,V6YX7Q,1784257674000
LXWKU,WW5FBA7HV,1486970784000
DWMN5JZ6,GLZHRX,1492753093000
6Z09YHD,0D07AW69,726009661000
WP2BT80DW,VW4,1441059225000
0XAL2PX,G8372NYY1,1440624368000
9PG,3VW,1852194616000
7ZSCEIB,G4BUO5Z87,1075086840000
SGGZ2,OACS5WROOI,1483226394000
BEBZT,AOVXTK49O,1190832803000
8KJQ,O,225793487000
V1WPU9DR,DKLM8N,1596299382000
VC,9,1604918856000
J8GDOMS,DZU,659223293000
R6YJNDO1,FH6,1729121098000
A,XR,814229783000
25S63NI,H9GZQ,561207696000
SXZBVLHGY,7VZ9,1534748136000
2J,MERZZEX,329580008000
9KFT,TA,1542528858000
HN,TY1,1113392548000
3Z,MR0DSB2,1679130455000
5ZP,W62P4BOZ8K,515592285000
IE,VV93,921835202000
9TVY3B2V,CR877S,86028534000
6,RA1JHIKG63,1737927469000
BE,ZWSQH5E,1484914852000
K,X8D9,1295040592000
GOK8C,2ZCD3,272280843000
86,2X2L48Z,45024621000
CB7NV6Z1,Q6IIK,693974269000
LVJV43D,TU9SB1,1610399848000
LD9RQGKF78,4B,682006491000
RUNIS7LS46,DBVGV4TS7,1552493364000
XK1EQQ,F3863VS,1155689841000
28EWX,V5FT,127447014000
99,3A24WSD,1562111165000
HKXQUBVT,UBO,1696765303000
8UZGM5YX,HXYUQBALM,1576492756000
9C8,0FDKCP,816263677000
15,57X01JE,1310416809000
2C0V6JG29N,2XXOT9L,1723028081000
DD,P7N835,596391897000
W43Y2N8,92JC,937552299000
37YMMJW4,HV3FR1W8K7,1660383202000
FYCX,X5MJYJYHL,1626845871000
09X5G,N,1270470396000
LL1Z,72BOUAR,369238496000
RAM9,XZ7OYHL,300448826000
ZS,34,1870092248000
XURS6BS8AT,E7XR,1192635102000
YVEFI1L4,8MW,1366199737000
2GZCIANX,BLOG,236655290000
ZF1EQA4EVE,0D,1842556982000
ME2TC1,5,639081289000
9J9D,HVAFD5K,1293001845000
GH5NV0OEQR,7ML77KP99D,1304034180000
J8RLDXP0,JBVM0YWLA7,74245051000
XHRV,3P87STV,163006398000
OLUC,XLJ14730Z,1006762551000
CEG,KIB,1274107848000
H6OJ,2,1530259487000
HMWKSY,TJI9I,454311738000
CUN,04G1ZK,316499748000
E4BH,1,949119253000
1JAQJVK,UREEFUY2P,1499452644000
XIFKYO,SY1A2B,163065317000
YMQ87SEOT7,087Y0,620392766000
X83WIY6W79,927BG,770152439000
RY95ZF,RDOYNZX3,1544820924000
N3FYZV5DT,ZS14XP,50217158000
BWF2EZN,9,1409727899000
GSRMKT,P9UWZK,1334252072000
MR,VRYZ701BL,976129380000
Q,11,798613347000
GK5WT,YEGAIMOXRA,43568708000
1,VXI40E2,1628934806000
Z9MZYE,TDD,1282523391000
RD,9UUP904XM,1156057912000
HP9Z,7X5Q1HG,1550433430000
L1YI338QL,N7P9CPK,814819619000
1THC7F,11345X,1762918424000
YSC,POHJ8SO58O,406952625000
HAHHE,L,1225718396000
TQ,4SUA65I8,1835499647000
EZNG5X7,WGO9H,1070539414000
7Z6OER7O,C0U5DMW8H8,1516268663000
DQNEVC1TR,CZ46A25Q,431683792000
WWS7324VVX,2TMV4Q3,442612903000
G9LZOITK,3VON9,803836003000
WTXS7,WCW,479240856000
I3Q,4KP85,50124922000
TW,HK25HK8,355564907000
PJMGWQJQL,CL,1566459760000
0GD0TAN,25GBU1HYE,1049661205000
OX3L,Q0Q1GJEGCD,421461134000
B259O,9HH3E3WG0X,65360843000
YI7R4,2J6QW,781823915000
G5A94,EKE7C,666740053000
N,8U34BA3LYP,1490050645000
102X84DI,3GE,1730168662000
C,ZJ,1866379617000
3QYG12H78P,MLU,304148029000
9ZB7DS,3KXP18HPR,415986923000
EBWPBCIU9R,AZ3MS054I8,1733645912000
LEQK8ME6,75,1293467262000
YVQIHB,VKLTF,882430764000
CTAQT,L4TLZ4TT,1535831188000
22,QLXDZJQJMY,416374728000
BQAQ7M,BLNDP3XGY,53332466000
W93MOLX,AXE72SR93F,1656749111000
Q7ZXL,3JO,1216307599000
VB9L41,ERHVI8S5A,661757045000
G65J,SCH,830407992000
D7Q8TXJ4GU,8REF1,779136157000
YR5WIDSJ,U4KLPVTTTF,1269808052000
CHAWSV2VX,B9SYMT,1817417979000
LTVR4OTQ,H809HUO13,934248914000
YJ5B,Y3TTBWR,1174653214000
Z5H6,I,649667964000
8D3GL,F8V9,1419097938000
A7E9B,99G,913024097000
XHNTW,V,972883535000
K,JFQ39RW,907301717000
DYUTQM,2ZT8WLE,1084219181000
SWT,K43B3,424425595000
9RLE,K,1877364472000
8I,1,582083221000
GBVYLEHN,YR,1508781586000
2WIQXY9R3,UZFBEE,1773690563000
7JN66386S,ZL7P3G5,73619068000
F8MFXE,BTI,240164490000
3I,76Q40NQS,318772850000
9L,AEDVBGY883,1296140200000
9SIPPQFUB,Q0SO2HJK,539161725000
IG,2P0583HW,1098851064000
ZCXOP,LNSYQ2AJA,407468428000
HZG,6OFSV,592125478000
AY1VJWFMS,BXDWYF,1168639323000
EDAQ,PA8QOY,1593249993000
16S61G8R0,H,413656593000
0KQ26YA,K7DZUS4,1121952490000
RM1877,CTVWI,811483704000
Q7EQZY0GQ,L0SPYZ7A,784980228000
RDUWUY,U,1139980739000
B8Y1FGZ0,9JC67ZD5,790597982000
CG0,IDQJ,1244340862000
I3,ENX,708437420000
W,HNCGQF1XY3,67380645000
5XYLXHKAUI,I0DLSQ322,323718569000
2XN,4U7F30YC,1774334000000
B,2DCZKT9CCM,1734103847000
7OA,3QVQ,36078111000
2OSU,D0,888917105000
XEEKNBIVO,X0UTK,1538240350000
JY,168XDX,1143210071000
D8L6GH6,6BO,1389224369000
KU58W513Y,XPN81QVVHH,1348501483000
DT1,AV,1763694900000
XOM8SAWL,AKTMEA,1820951226000
Y,T38N7SK,764795969000
25FO561X,N7,1880919935000
V8L2XS9I9,DT9XIE,1777228849000
I08PTU,JZC4,367302025000
WSK4KX2Y,6DZL,208708255000
E2GU0CAU,RV70FCBISZ,1124591408000
AFT,V,718490495000
A1,T18VLZH,1658258833000
9UNPUWVU,QH,537595166000
AIFTQI,7AKLB,1719090866000
E13AQ,903SP1G,1418581569000
039LA,IGMZ831C,563356423000
L06BIKK,VXNIDYCXO,834391804000
URSJ5XO1DE,9Z8VR7,41551114000
06LKB647K,0WT66XRE,696178743000
YPZBHKI,KTD9ANAMNO,1700403954000
XIEKJ0F,F,816357022000
MF8VDKU,X,1824957394000
M0RZ76,4U0,788921352000
7L,8RCL,570589124000
82DO1KO,790GAHH,147291071000
N1NYO7WVJC,0W,222973154000
D0DLZ,NGLDWMYJ82,1263094077000
Z25YYR,TA,1878849442000
WBF,21,1003631039000
2J8O3BA,3N,496313699000
PRH4I,G3V4C,1498011810000
SD06,Y52,1212953399000
H5OSE4UF,EZFL,1459456257000
NCTNLQ5459,B8JU,339128159000
EBR3,V30E90J,964391001000
JQBM,I,501138845000
F8Q91ROIG,8,1725743946000
O6RNSQUT,9VHBW4D,1577597526000
TEKZ,I8TAR14RI,1792382421000
HBN,1,1711824022000
1Q,FM1P1TJ,1621441391000
PY,WRVSIA7XS,1021043475000
IROS,M7,1555241452000
7,J45QS,1028572305000
KP,8AL,1532948969000
ZI2,NRT35B,1733731543000
H0P3ZPCI,A32OLLDY,876238932000
UJHVS7,P,852819927000
0,81YP,1715351635000
ZCGG9TV1,1P5,903788419000
GE7ZX4YV,VV1UI1WI,669045498000
M5JQ41,96,1191669231000
QG,VSA,60266187000
FE9,VQ036,879910258000
IHCZUBB1,CQYK,324019712000
HLI5QF2N,OTSI7XN8MK,1216149943000
9K,LP,1210902380000
OIG8LF212K,EG4,764630505000
K,Q4QWR1BS,668068130000
7QF4KX4QR,HK8F,39569686000
013ZH47RIZ,MO,1329257867000
R7Z8UJ00,JMN79A7P,1527263537000
G9PF5D,TSZOT6I,1718530757000
C0E8,PV9558O,54449822000
YH2NJ6UPVX,PRRZYNU5Y,815960555000
O,JHU49F,1466310190000
RR,CS8AN1S,254502090000
A08,SYAU1FIB9N,495978586000
1M1W49F9,L7EL,475841660000
LP,3826SI362,366800533000
X8X3UH,3,1405243843000
K1HPYUEXQ,TQCI,876980347000
XP5DHF,G,928146075000
T,UVQ077,1471756637000
E2GT8WR,80639EB3,1645354645000
PMTL6U2N,L,1208877044000
USA75J,610,1186343072000
0I07,MLWGIKMYI,1316946819000
ZGWGI8EQ,076V,138400515000
FC6ZXCY,PSBAGPAT,514005840000
IHC,1AFODNN,46137063000
3ZC56AV,MOA1LL5,778752034000
3,FX,1338422937000
U,DAXH,668224086000
XXHR2KD,NI2,628027224000
PHZ785LYCU,TFCU2L,857812224000
IVXW,ILL,1494379306000
OP5XHZTGJV,FGWRZGNMC,1330529810000
CGXHN0JDDK,37A6SPDLH,1784764571000
CS4X,QZYMGR0,1357609864000
V51027LCJF,A,884722985000
17TH,1XXVZ,1582544706000
KHM,9JW,298586564000
N4I5ITSY,9F,192808600000
TK8NBJ7YL5,C,471759872000
L93,07TTO,1554445708000
73U0AN,33PWT,145146735000
FZ295,QYU1,1825160055000
PCTIK,E65S2,50315655000
CIA,RBBJV,1156304606000
ZIXEKF,YROJPRAOCL,109882399000
5,OMYA37K,855679928000
DA,X09X0,1595881284000
JBAOJK,OEA,417400943000
QENITOA126,TE,1125261776000
D58OX,A9WBNE,688672942000
JG7,XC768XW,1649720799000
EL3M,AXU4VPQ,480205455000
USKM97TC,WYN3,1299389393000
458ETRSJ4I,QVQ,1633086898000
4P275R,NLP1O,1170644288000
KWTXA9YFX,U,1060676201000
TZAQ3,L,604861247000
VHBNX,7,1101202339000
GZOX7,L,1421063155000
6E5DX9S2,N9IFXGM0K,1795835897000
1N7,R6U33,1018459716000
JAV6PUG,RAH,230192902000
Y8Z55XDO,L3RG,995062160000
HMDQ1FSZN,BK,773588121000
O5YRB70,SMS,1790564676000
Q8LBNKJOQG,Y,904182516000
QCSNDI,BGM,1515664475000
P5MU,4NN28AUK3,966200108000
NY39O,AQ1E6,771225853000
N,T1WKT,1838888629000
BPYLFKUW,8DYB3KRTP,175140939000
6QA6,P5MFCE8INC,1756204136000
GR0TFHJ,Z50,105893201000
ZP,4A4LXEECQU,1181572039000
QN,AO4PBE6G,1607827138000
L1OJP259DU,1Y42J7HYKB,146724339000
ZE7LBRVM,0K,1144473517000
99ZFR,YHMGLDWZTK,1875674369000
WVQVT,T7PEICEC,1096954243000
FJ,FWLR,545641410000
74IEL1P2,XKM,1292579893000
K,TM60XH,1311243149000
HYWDIFQ5,Y1IWE,1252462577000
I,8H,1503990296000
7,LFIEPXWK,541583392000
JZGDX,LW,1170980484000
TZQOAUCE,XSI8LR,554366392000
A6DQ1MJZCF,DD4AR08O9,1819926687000
I7O,VQDYNHW12,913368425000
HNPP753A,X81U,1468128819000
DXU2HRG9,X4KU6T,868989404000
BQ9GOUOS1M,L9MFYU3,1626388817000
ESRRCAMZ,IWRF5M,707325384000
PC35,0C0LA,487931626000
FSBCKXTY,GZLL,335066620000
SOOL,AR0HEZS,42385176000
E65MBYBUL,GLUN1TA1,1389995582000
T,FOL6SWC,893243687000
2FLAI3T,KY1GN494GM,1705886001000
RLXFTR4,3OX1,438643943000
0AHFCT5SO,J,930108653000
FMS74,41X,202586215000
U2,PCPGU3A1O,418876601000
PE,LYKU9K99,1151846550000
P3,RR883W,245798501000
4LQ,J,49424748000
NMC3JX,ER,970653274000
Q1,P3W6R7GVDZ,915236364000
7OB0C0J1,BC0,1093551494000
SQF8,TJFV,1473037209000
LO,3ZUCUQD,448866547000
8U4LIK,JGH4,18833761000
WUV,K,1871427772000
1L5VGPR,ZSKDY,709730221000
G,U1N,1524011400000
L76,9FAFYGZ2,669283107000
W,KD,73514884000
4GIRO6,41,1742378740000
JC,PIYP0GYUC,1242487194000
US47LDWIUV,WVEA,990104365000
2ANZFD,OLLPZLG,440809285000
QI0O27K2,L81,76579186000
FX,HUJ,1001258966000
V3EGM,ED31Y7EJO,1679321704000
JAVM3Q,V2QJTD,1147401777000
QBC,OFVT,841352723000
52ZJGAI,140S8W3681,643993645000
SGW6,07CZMPR873,825246086000
GSHLEPQNI,BOSTATQO,66760551000
73UY,ZP698V,108262207000
VTHTHF,H,1764239032000
W1ZFWV5S,HD,485656636000
NF6VOI6PL0,S1AU,144338068000
E1ODM4I,CHPKBCMC,1531347059000
0VBASET77,V,1336866543000
8JY7475T,DV,827593460000
5ZW2LT,LUELB1U00P,889000247000
0C7V5Z2U,Q7YS3HGNF,574989792000
Y0Q,48,74820286000
P8TOUA29EB,V96B1RBO,680754427000
F0J,A483CJMEY,1580208646000
QWB2T,93S3Q,2252383000
7Z18HZ6C9,R2B6OB854Y,824477408000
AA7PW,9POF1BXFW,1414263503000
V,QPRPRADN5,1695252496000
Z70D,VLI,790816435000
QRGCU7,RBFG51RUA,1031281032000
LT0R3VP,IY4BK6O,179703971000
HTDN5XAC7,WI6O3,1299168284000
VYJWWPXK,P3JKKFWJ,782796575000
QCBT,PJJTAFF,1149165103000
1K,S7NAXBNM,1878420173000
HCB3BWGLF,SVWPKX8P,598995003000
9XWVYFG,NVOKA4A2,1693872274000
0,IW,486698083000
T2N535,OQ9MLK9,1752258486000
XM5NIV6TZN,WPVIS,198338348000
70RXCMMN,OY024Z44DP,274086612000
UH,R5,684172685000
LAE14ZGIPN,EBGIF,675716997000
8,MK2GLVAWZX,75616416000
J3HYM8VM0T,6KY,1711838818000
YHTXIYIWW,5,344582539000
6D8S,HT23TFJG0J,974046423000
IX98,OIDW,1552854901000
QCGLO7VQ7,SPL5EN,458126747000
7WPTLB,9F4YZTHLP,1563618688000
OE94EGD0B,339CD7N,1576821677000
BO5YSEVIBF,8WKWJS,1463706093000
KR2O0,HB54SCKQ,984451795000
N,YVX,107824969000
P58GQ1,2,1322659438000
