name_user,reason_ban,time_ban
RTHRKYY,CT3HEJ,1280490789000
SK36QPH,3KQZKFYHCI,1367792249000
18WHA,5C0EU,1064192246000
RHMYW1N,QZ7B,1677521658000
GCSVQJIG,GZ,784120906000
GUGHHRVRRX,ZNPTF,1678384717000
0B,JCO,1290521980000
V02E1K912G,Q3,41906995000
WRJ6LVQBT2,ROXQFRDE,1108925432000
P8JWOB4X,0774JIEZ,778658449000
KJQH,4RVK25DHMM,623755448000
6LQTAB3P8,GKDZ3FF,236049876000
0D4FKQ2N,ELQLX6,362485564000
22C,S,1428994522000
ZZVQQ5REUM,7F75HYQ,392744065000
BGWCCQX,PL4ZX,393433705000
R,UISX6GDUZV,1467362772000
9,96UO3,527416767000
Q8,NM,550887331000
ICCR5I6,Z,875812316000
Y7F5QZP,PW,1161828309000
RJCDDBHR23,X85,1155747211000
Y7,U2,509998076000
BJB,59ETPTA,986064903000
QK28,Q,542957440000
3I5,D52Q,1336633130000
PNH7DF,XL6LC,505189405000
9GJTR0NSM,6RZHHUM,136272109000
BPMW9S8VCT,6TMZWJGWF,875132792000
Q,1667KJDG84,740230404000
INHN4J1,URO1MH9,1087235768000
DW,QPSKIW,61149737000
HP6DJ1UJU,SVI7,124829130000
OEAPN,3YXT1RMEJS,154657315000
6Q3B,19D9,1154662528000
L7SOAF8,L,1193871167000
S54R,A,823730864000
RC7G9,RO2A,306400378000
P,KHZ8KG,1425288970000
277UK2FBN,1ADSF89I5,826477169000
PI6070UB2H,QRTV34,479763190000
VVY8WBGB,BU5X9,580666914000
9LFXD5P,TTPCMQYNYJ,593815953000
3H3SH,BDJ,379600493000
Z9KJ8,NV3Z5FZN,92016671000
3S,S0S3UISN5,143918571000
L2AXY,ZL7R,1681791386000
HY,ESF,1861095423000
89ZTT6KQ,A,555419814000
SGNPVX9HIW,JAMQVZ9,708384400000
