name_user,reason_ban,time_ban
NEZYM,YLE0,1238619097000
FAZ51D,SJ4ONS,1861750741000
YA8K06OLD,WLQ47AI1J,374300541000
UYSBGGLNA,DR,785386097000
XPIVQC5,J4DI0,17572331000
VF,OZJPVL,1380082781000
53F1WWX0W,VFL29RI,1667085440000
5G,KDLI,414737941000
WWQXA26,GU,795650185000
JZ0SO8U,H74JYRK4,1284127731000
PDIGG29,69E2BL8JUV,1871140328000
GFCWL,JI3NYFN,247362615000
9JM245DE,LWQ6,1564432939000
BACC,U0JA94P9JN,1405984931000
0IP6,RDP4SMU1,1315513638000
HREPZOU,LJTGK,991964065000
Y,KO1J1R6,1763470670000
SZ3J9SO2,1K,1000037602000
NC,EFH7VOUUBJ,515240939000
IL8BYQ,1M8O,947782744000
7,BGP,1282976493000
LALUVAF4,SW5TNDLXQ,1436261201000
8KYE,QS1XIBY,1832993635000
BA,UFLR6DDW,1134892173000
P0HF7M7C0Q,EMGCZH,995427910000
DGA1LN1,4,1527972190000
69GU8,LITZCS,1379955666000
UB3,X,1138870999000
K7FW13G,HYWNK8HRHE,1827041042000
65P4,IYJGK,1409741814000
KVVDV17,M,107798073000
8AO4,D,161960532000
JHSVA,W,678404428000
YODSM8,82U83KBFQP,1867105380000
QI43PPS,Q,260881185000
PFA,A31,902686702000
NM5FCHA,WGKN,107472086000
S4L4EI92FH,FM,1355777311000
1,MA,783154786000
R8K,GQHA,514464340000
0P7V,VMU64,1702861225000
CB,9EA,1891190596000
1GNBNF,4RECNQ8,311037940000
1,WJUUAOBIA5,1868574167000
DI8,SDH9VSD4,1154212544000
LASW,QTLVY,100260553000
N48,AXK4BKE,1830734330000
WOH1RMTV0Z,8,1014397232000
10REW0Y7,80,21200390000
92EQSL520U,EV9RCY4H,1705042886000
7,G4DN,1559310114000
EKSR,Z9EB,696884984000
L0IS,E,1776584436000
NLT,B,1302296580000
Q3K,YFYPJ96E,996150700000
I7NJA1UU14,8SMRASSJ,253459148000
N,Y8DWI65G0,206038543000
0BA2NC98U,ZR8,887910571000
M6G1CGM,8106ZX8MJ,570624249000
F7PSK,AG,638148149000
YV0LQUEEE,RFSML47AS,1892205699000
O,YMC,1230913356000
8SSL5,4JBPI,246296958000
YAUJV6H,LIP3,895709076000
T2LK8S,8UHBW1KFL,754897962000
K115NA7,UNTIRFAHJ,131290590000
N0I9OIE,4DB0D88MIY,232999082000
GX,FVYFZ,1659651000000
23ONXZ1V,231A61EGC7,327216306000
4G4TIV,OMEM,311698536000
O,LF,1140509907000
7RJFOI3,FCS0P657,738763280000
8F,YGKB,1129014376000
GTXBF55H,OA,726289514000
AM,EABZARFONQ,1613207808000
P50M4C59F,N7OKX,1322588333000
Q5FQLZ06PL,JI7,899337347000
PB9ASKGD,01IP3M0M,1730956016000
EHANSY5G2,OPAJQD5,1884912356000
BIN9B,S2QYL6R,1502737997000
Z,ODRKKC18F5,969678351000
Q,7CNJ,708905704000
N6,0B3,1755977422000
1B,JUYO6,440389132000
HU3,VPPI7G9,1535769485000
O,KQY,552255756000
G,O6V9MK,95177760000
U2ZIWA,N,275629298000
TPL8W,8,767254564000
RR,00L7,57684636000
V9FTJLGX,AOAY0Y9,1370794247000
RGL8T,HERUR,748996592000
1MER,QMXU65,239433819000
OIBR5Y,K5VCUA,729889256000
A,VUWP,991830731000
VSLPLTDY,UEKGB,1760987878000
9B,D,1337650629000
IBUNODKX,50RLV,1141043011000
LRXY,L,497209006000
IYTDPY73F,UUSOL2AK,945360687000
IMGVUSWY,K,841300817000
9W,OWCGAJ,1419008111000
N53,IOPG0J3O6,1461006573000
N6W7SWOYZ,92,1244053097000
LLO,II,1075195062000
YQIS4DG,U,242659531000
SMZFQT,PMT,595492517000
PD3,EEEVMSU,1246104817000
9QXVA1M,3RY305,1278928537000
XHO9N54TW,WJQLQ787,1348238009000
QW,3F4,1234675505000
L5TT,U1CJAAK,1766418099000
W,L5RB,414636847000
PX,QEZDN41WOX,790607847000
U46K,6TK32Y,1653974089000
EZT7DZYYC,QQ7RS9Y9,1568407807000
MNDJZDY,68TG4FTHDF,1816786939000
76,IMFRL0D0,1431035464000
US8,Q9UG07N,681460060000
9AT5NK50I,ZRTQUACB,747588838000
MB0,LDFK8KU,1074014366000
C5ND,WGN0B,1428659350000
MSL,O,911191265000
YCTU,3,970732240000
9T,V,1535418340000
5G5ZXO0Z,X1MD21XWJI,903672815000
ZIQ2L,OQLU,481092075000
K,S3,596826888000
CXR3C4,QUE0VFWJJ,489038829000
LRHW6E76L,KX66,1603265907000
TZ,ZQE2DD0,197384905000
IY,G4MZ29F,845627711000
0CLKGAOFT,8FN1Y,554897323000
6796VJHN1,8SB,916086787000
R0,KD1,1111591292000
V,81T,1383784792000
5V49S,YSJZ36X9QE,316972057000
5GMFZ8R3,TB7,659705466000
OPVA0ASQ,2QUA,4199889000
S9XZGP,3SJLNRIDHC,1716522714000
3VNESS9CJ,4EX2DEG,1234955248000
S14SD,0,815589691000
6HCJPE4,C6IS,302098650000
R,RRTDNLC,1733672950000
H13D86SWT,HCOL,38496914000
J6B,5S,1753124952000
APSQ,D0UM,565516165000
U2,295JYV9OIH,232778176000
7,N,347355709000
2,G5,1854836012000
W0SV6DG,DN4XPZX,578181555000
WWH51MBJ1,2UH7VR5B5,261951392000
2ZX8D4JOM,XOFJ7,70570473000
EPC9,Y,620256421000
6WP2MXT,A,374740606000
WQPN3KB,DSBCDZTE9,546469759000
7TMMQ,M8NLIBQAN3,712000110000
A4GZ,EPIAJK93,940297721000
H2WS,W0,1365769158000
I1YWJ2T2UZ,9F,773395388000
VCU,WA5Q,1278781624000
FKME,RARQ,1768661640000
CHJZC,YT,991742729000
GG7SQ56OO,DVCT86,1479050878000
UK4,SP9XGKU,630878901000
9J8,93341O4,149099824000
OAWX4L7M,7EH,197399000000
9IZJUOMNV,CZ1,52698936000
Q,CA71,687411648000
J1R8952WO,T,110826804000
OZ3YDY6,WNUHQO,1877774120000
14,WYXZJTWHUQ,520508521000
3YRVZ3WN,A6XONZL,1616476098000
T2JPB01,O4,1243391473000
8OYWB3SRU,C1,526056873000
OX,TMBO,526842635000
OMDKJS,X,520082844000
T5M6,AZ7G76,1822608517000
GUK7GQW8,KV,1625815648000
NV47TK531D,W18,1760859183000
3,14HVDS,1752672930000
B7GQ,I79,1793270527000
YDNP1I7N,G3GY,1486162037000
18,6YJ03,914732748000
80RK6MWL7,DTQ0,1481470381000
7HP97Q,H5BOXBD5TZ,529242284000
0R,XCZH,976021198000
82,S0D4,1560538162000
VRYKW1SH0Q,J16F0RL,1202363931000
PJOKB,J26M,516278589000
SV,9H36736K2,768570663000
5JQ27VSO,HKZGA74F,1867159322000
NXTV,UNJZKUG5,51382776000
0XY,1HDVCW2UE,185483224000
FV0AP48OE5,4Q6HFEY7,423375286000
MH9GP6,5,34220544000
ZMHTGVARV,8ZRM8UXX48,1273065084000
103BUXV,S8S,888948351000
9W6OYYNG,50,562939034000
HX,JM7J0,390417785000
7WSWMDNTL,D,517647166000
P9NSG1I,4XMU,1533633310000
LRB,2,991999490000
B,8E05MYCXC,618973977000
FYPIUTQEU,CZUA9,1388685713000
D2UJE,98,1472316283000
5RC0S6OBC,W,498032801000
OGZ6,1KAN7D3,1564657485000
M078CYMLXD,KNDBK5P,309773780000
Z23KC,FV,313299699000
679G,IDC661,201206096000
X5,WB9Y,1577043682000
ZYAA13,NKPGAH255Y,229245088000
KIO17,FK1ADOWAI,431790015000
V37NOEAVTD,6K,759192466000
ACP8Y7W,WVBRSK740,1517627322000
AVL8F8WEZ,4,515259907000
YFBW47LOO,K1BXDS9E,1670871617000
K,S1,1517427423000
R9DXFD97,J7NWR,1557413195000
9M5,CKSZGS,823535714000
AZ53H59Q2,ANNP,272296198000
1GSDLKP,9QOT,1229374412000
61236I,FQS4AJF,310463060000
2P2,3UN24PVM,852124640000
N2BX3,SVQAOJWNZX,1618527156000
B0INBF8,QOWJYMD,243658730000
H54PZ04M,92,1211597551000
U18AURH,62QWA,1683224103000
I0DHVHT549,51P5,652172978000
VBBF8A,U0H7U,657544543000
655FIJA1,G2BDJQVRD0,1365643291000
G,JLCIN8V,741026133000
3SPAQM,QWV0,390725698000
IR,IUDNCU,367967164000
KVF,ZQQ3ES4FL,975132314000
LDMBLM0NGH,5,1669228424000
0589R,GVVKKX4S7D,958494281000
KPPT6J,GS0RZI8,299259937000
S3Y1,W1JFSJO5I3,1237102418000
5O95O2Q44,G,1479164906000
04PQZMS,2YLQUH1RW,827451228000
TS,ZLFJFX,650294471000
93Y8AF27,RX9HW,314391498000
YA7,LE9TGE24O,891402378000
VG,1CP,6849704000
OI8RVBJ,R,1550888401000
ZPHZ,IVIG,1497612610000
UFSKO,KVB1ISMJ4,848072106000
G9YYIRSOAD,9AJJ3N,78692689000
0Y,OGDBHO6U0,493059043000
V7KJCMV,L7BBLBF0H,448449098000
497U5,JBR,288608633000
BG9BXPNDB,N5I8OTKDAH,1350707150000
M,GEMAYKH,624742241000
V1MI8JN,WAHPEB6Z,883903921000
D0LIZUEFE,47B3GP2,902585440000
63N,I6OQF16,1333019261000
ZA8NH77,3G,153214235000
9PG80ZN,RY,870128575000
M1TCT57,683SLTRH,776681773000
M,RJL,159873556000
OIQDG0GA,CUT5B2GM,452050417000
YRVK2UO,M,345586073000
NQDP2IR8,NECOOFPTE,920702113000
LR0,GT2,1526345225000
MPB5CQDGTU,YOSXRN,1031901951000
97K,MU1OW0,1094599933000
PB7GYJF,ZPUY2,1840943464000
1EB3XX,B5KH6F9HU,866758198000
18KMCG6OS,LFDT0XC,757279225000
4,KRKZD,239915210000
T5Q4W4VI9,UPS3,795930036000
MF2PE5QUHD,WZPA0D8C,1777293721000
K196SR,MPQHHSG1P,507490884000
H,Y8VS,1438713457000
5ZUBE,ENXFSI,720331770000
GI8QM13989,ZF,1866184477000
T,SP03W3,731103018000
9,X,296343317000
WN,043MJ,978599825000
Q9AH,MRY358Z,438657000000
1RLE8,ZDP,1296314753000
WZ5XGZZ,PJX5Z521,942861794000
N,QFYEO,1659034817000
P6FV,U,275924489000
2OS04,NCR,1827324593000
C9HSFJ7TP,WZR01,1121847425000
Y9XQYAFH75,E70,499153473000
PVREJ8,7YK8TSHZM,919461800000
T65BGTCI58,J3YE4NL,332300038000
1IZJ,620H2,1774182449000
I23JG6F,YOFO06K,12334011000
GKC,NACI5,684768477000
DO7M88PHQ,QXIMTZGV3,412218674000
C,ORT2KXVQC,517831758000
JT,8X300,587277236000
AOC,ZA,899739509000
ZGD,CWKN,731627189000
VPWR1U3,JYIP2XZTG,43078919000
GHQ4MMV,F3,969236058000
D65SRJGA,OYT5,1111449247000
QCQ,R7944,1468760955000
3SYX7C8MD,04ETX0FS,321320022000
3,93IY7KDV,750617116000
O0,XQGJD7HY5,668211084000
4BYAQZ,PPCCG12H3V,792687000
BM7YU0W,M,1128448038000
MWQ76XEMD8,TP0MS,419599289000
J58,6,1242298190000
JTYL,UPPJQRY,851914535000
M4Y7,8G1GISBH2O,745935802000
VRB5,VP3,1522479594000
Z,I1,1769324319000
T30J,X56IMXX,380407357000
AIJSDHH2H,5A8V,677970474000
9M,F,1400973262000
T0ABF0FY,QX,1467110216000
WPNYZY,FC1XG3,1539710730000
15TN,AEQYDY,347012980000
321CIC,TT46,1123317495000
UE,Y056,1679612933000
UN5TZU,B8W3GCW4T,1000305163000
BKTZPJGD85,2USWA,82584502000
4OH,M3AR,1433901039000
FSUC7J7RS9,PQKSUD8QJ,1167962539000
BKL8,1JGKOCC3,1054098324000
IZ6PFZNE6O,DFJ6XK,589655775000
G50E7V,AR9PM,1178370617000
6G,NJDKZTU1Y,232991059000
D7Y,1ND4MT9,648412425000
6JG,X3O41T,870036105000
06CXIGDBAQ,Y8LJ4YBT0Z,84200813000
GA6EXG3VQ,7T,1642250092000
E7AGX,2X8,1128367547000
HI,L9,712180742000
HBOG18X,VC,1215510006000
9U,B8OE8I8WVH,528964461000
PO9E4NV,Y56O6WHQ,1609141093000
DCOR6,BM,1188877569000
PY0OE07D,1083K75AA,448669668000
HFOAVO5J,IJGSRST,1543171609000
AE92,WV2,1649049790000
U4K7,IOKD7H4N8,1206184296000
O0OA54OMW,C0LFY5P7J,1211527622000
8Z1AR1Q,Q,97920996000
ZXYNDIO,TMI8RD4I,47717681000
Y7JH6IA,AQWGMFG8AJ,732209511000
5J2,ICAI,376967749000
8F1Q,J95PI,1591143611000
J51BKPCXR,Y3LODA4,1715011621000
I2BP,HRDNPDE,1095999115000
DGGD,28GUIGI2Q1,903013224000
AEVXI,ST68Q4Y6B4,431961768000
EH3,X8YW81WD,647922742000
X1,1OR80580,135413366000
I,JWYTFYZE,1135056025000
DFCMV,6,1817220559000
CD0DU1,ELSL9JR4R,1527557398000
A814,MYRXWV,300135886000
8H32DUG,AG7TZF,796717104000
TG1I,V,909765918000
Q1FNGU,X2YI,1604222331000
603NTTZ0S,I8KH,88193648000
A,7L2E0X6O8,1162487105000
292PM1Y,3ZX,463787251000
4FZ4B,0JFKJY,802753683000
7Z,UA,357982399000
V6RL,DU69M2,1880380821000
RO71AIR,0MUMP06YXS,1521467202000
DLEO6SO,WS7Q7EG,932974499000
AKMNWD,BFU,541852704000
7E47IC1KJ,8T43O5MXY,255282991000
A,3BGQW1,1321536382000
41HEYU4CF,S8P5BA,3012760000
KAVOIW1YA,JCHWAHN,1115849860000
2HW48Y,VP021MJ9UK,983151422000
V,EUMH,967954630000
GW,02U24,638748126000
HPRNZXJTDC,RY13SRO,1319965184000
ABL1,AC61MRI7BZ,1779956634000
72QAGDAQ3,FYCKRV0S8U,1042526093000
JWOX7,7,353408969000
XQB,EONHRZ3WT1,1469335820000
DQS,GZ,1799234953000
P,IRMUYFW,1610588439000
E,CJZC0OBFI,1300522050000
SA7,OM032,473104845000
M,K6,1340762208000
AYS,8TPI1M,406608686000
83CC3,EHIR,3575067000
SO9GV,3RUZYGV,838902276000
0QPHTEH7,M7PDEMR6IG,474409322000
KP9B,SQJ2KFF2N,375754547000
RMVK,UP7VNFKXE,1649790866000
Q2,V3B,1581869891000
S2SQSXIQI,MUP8,13036491000
ZK,3THFXXS,636556099000
LBFKI05,4Z1Y,206266336000
EZZ7HEBE,6JMWUW,1644903672000
CYH9D,6T50P,1601950856000
UEIP,S25M9V,1560559506000
76Z,M2340KR,1003374534000
BMSC,RDESIZ5LFU,663692903000
TC5,KQBI7Z4V4J,1840120977000
WJ8MK,Z0EYLYE94,1714844886000
GWUV8RZS,0T42D5S,1379608828000
V7UFQV6,666,1316882343000
HS,7B,1715836588000
LZI6D3SP,LN,356879233000
DSN28R,V8251444,244515892000
AFIV97O1,7TO72OT8UZ,305251038000
YYJ3TA2N7,N,1017731996000
Z7MIEU,MHK7,961816540000
7R1,CB9,177094212000
XTHTXI,YRRT7,1505951256000
71FMRZ,0JV,124543463000
3LK1,DY19MRQ67,1672641452000
NRY,6SL7XH17CO,767820561000
RJH360F7YZ,LR2C,310838423000
SY03TYJMCU,6I9,23139667000
HK5DX4D,FGXE13Q,1169068362000
LT610Q,UM4DTI4NXI,1123091167000
COIRDU,1S11P1C2,1486401317000
8YQ2H525G4,LAWR22X,1373278262000
NW,L0VEBLG6,799190592000
1WAP2J,41,339526494000
70ODN9C9P,LFXG3G,1705427921000
6,JJTOIG4Q,1238975964000
872Z,KYPP2BN,450384052000
MLK,WU9,26384397000
73R,6M,1354985526000
MEMC8,W,726981394000
YZGI10ZV,5EWXLN,151201423000
R,GTBIMA3,487931591000
2LCYVLO,2KJEQ,970388819000
9ZB9W1WM,5OBZYEOJVL,1449118079000
20BWHOB61,QK4L7XDVV5,1465525818000
D59D4U,4,1167119179000
K9R2VZ0A,UKYG1W,663500110000
E3KE8O96H6,BAR2,1236501511000
XNH94N,1R8Y,1423953101000
M95G9V,YZ6OVU2H,769262609000
DQPEH1,UUQ7RUK,622019026000
7T3H3K2,6MBKC3L5,1766989574000
G,QO,1322587714000
QJ9BB5PG0T,8ZD0,334053110000
B88IQ,N23ON,1141979299000
RKUIEQ21ZC,RAN,1805845206000
2974MX7,T32S7YMW6,1833890036000
YHC6X59M,MKKVI21PY,346575482000
RFS,N7P1IF,1286343943000
EY610PJZZZ,GHCHA9JV,453411314000
S1,ZNEW7NB2UK,803726619000
LHGZ008QX,UEZ6855JG,953347893000
5CDK6TT,TC,478316967000
A,EZ10,1761711585000
CKJG1H,H5U6,1715140797000
QF56S3TLZ,GR,100785277000
Z,Q1HXGFPUA,21710682000
T0EZ0UAC,C5VEVPX,1029100701000
GQ6WUT,5,267353650000
UITIF,VC5MY9,242110582000
WC1NA,C3UHGHL16,442857033000
6MTZKU4VK,BEPAGLNXY6,1776221925000
3MJXM,1DPERHA15H,975937115000
6KQ8Z5JK,EJCEY,1812517102000
YF9WC27,TMLI,1286234452000
PRQ1K,LPTWASBS,1803911273000
K88AO,DFL4B,1848844666000
6PUHXT7AW7,TI,1829031503000
9K3GAA9PG,JR,1827255078000
6O2D8,T5MRO71,204519281000
MR1NNORL,FNI,1858883077000
J,93,433134859000
9X,I618,1186019266000
5RSURZD39L,OTH,1306038641000
0N86000Q6,JW7I3GKID3,581188160000
NUGJVEOI,Z5Q2V2K,1078657913000
H,2G8I,996380443000
KBRY8I,D,1373629058000
6V,FZ,1533879401000
PVV1L63D8,E,947755410000
O,PJ5AFCQIF,54069870000
M5KM7,8LVAAU5JI,679343896000
2K38E,Z28L7F6FV,1306711670000
YWD,98K05P,306174564000
F,ID55JAN,578212158000
KHFDHBWYH,HO6AZ,1512917330000
5,46ZZ,863611101000
YD83JG,RUG,1148876124000
YGQ6JI,76M,1384261751000
LZ7N,I41WU,1778783384000
MNE74HAW7,BAA73GEF39,500938602000
BQ5,42PM,542099206000
QM,3,1362011317000
L2WVEDGR1K,OWC8SLX,1343848517000
YA2PF5AKI,ZPXJWP,602230667000
QM0YFL7J46,HCZFX3YA7,163869736000
34YCRYN,6,298190577000
YEW,2J0FCLD,1636694569000
IZJY59B,P26B0,937613403000
NS5UA5CA,W,904200114000
1IFNQ51CB,QOA9,270160644000
1RU5CM,I4PE7D52F,615344171000
73ASS,5YHCOC3,1229460415000
P,QPEXEP,774493967000
7CZR239QQ,C,1059351465000
W,LDW,31913685000
Q0,MY5Y7OZ9C,874523432000
R2QEWE,RP58H2,141174150000
NZILRNG0F,PWF3T2S,1653591110000
D0,XAB2MWVT,241892951000
SXMN,B47BL1,177092549000
U0HPN,LVADUI,426364181000
2XEUDO1HEA,XAS7OTBJ,1610775104000
6,KJ2E,1426541356000
2X,EJX2ZH3,498360119000
6KVC2,YYH9W3BQ3,1096919795000
762SW5,IDLN6,1627831203000
U,FBUZBG8XFQ,1115152587000
XK5QD,RNTN,761047876000
RR,P5,1845079100000
OCN1JE4PW,PJYM51Y,367657048000
TW5SN61,AW2BF2OBH,951077625000
P2P50FRR2M,49KYQEJ,1745198897000
GHO0TQF1,PFVGD,211240940000
43DFVA,5,598897908000
UDZU,63Q,586118741000
PYS3CNYI0,A,1842249411000
Y,PUOSJBS4K,1659195418000
5CO0I,1RVPO,384422080000
ZQBYOJLCLL,Z17,1647861888000
6240VUC,PXG,1258834066000
6V6PU5HHAB,PEWTXUDW,1532906118000
589I,LAOM7OCJS,1650763733000
UAGG9,P8Y7,1150542676000
AHDZKL,ZFEG3A,1822125796000
28Z0OIOJSW,A3OR7JK,1526994792000
RC02EM,48X,672576706000
8X4049A2S,291,146767282000
2YJ5,2W,279779173000
J5,IP6B,962196828000
D6GJL,FIZWXB3Z,869521744000
YA073MOA7,B9O6X,1823884044000
14FVNBSZ,2F9L,1711272005000
R7Z0,ZYY2CY,762227929000
V,371,1483154964000
HJXP3E5M2,AIIG83X,490416959000
MI,UPNMPJQ4,1088936331000
AO,0ZE,1425860827000
H9CK,NDO,336946892000
WTWB3E,C05,92749681000
GQ14GQHZ98,RAXTGC,1597396063000
G,XQRHPIP8NJ,1069240798000
INB0,CBESPLT9S,1035593900000
WD5,G2SPH,392571366000
NMODV6MSJ,W,925922030000
6UCYYPINI7,39PL4AWRK,1519304154000
J,38GPVF,1374419985000
ETX0D2Z7,N7MX92,1806268432000
TY88CW,XQOAYWL,1123612355000
ON9FF8VAG,IQE,1861355495000
5JB6OI,HXDEZQK89,711883589000
H27VE,0GPTK4WH,1431012126000
MR,8M6D3PX20Q,1767354735000
4DFFWUTVP,L682880,1239053857000
2I,WAN,112719723000
WG8BMK,5FNWBTJHRE,1498547617000
3Y,I3M,207869804000
00O7T5CK98,H9,1150663114000
X,G65C7Z2IY2,461407835000
K6D,3OJZX2BC,1257560174000
34G0TTI27,CDEL,174871548000
CJ3FY84U,P,1734526379000
WPFL27BC2S,KLVX331,1463951253000
U,GO,1243545789000
WT,2Y2J8,1344298410000
68,5EEWZHXL,762611096000
1N8,R,480241282000
VNGMXIW,OI9KJBYSAE,61895704000
OJQO,YPEH,1723748656000
ETWU6KO6,G,1338009162000
VLTZ,TZ4QGFBU,1722927814000
H7MT,39LEZ62H7C,1392140288000
9Z46QR,13GB4PLI43,1196297631000
9SPY9,VLJ5FV,990348630000
I9QDV63OR,F6,690459206000
CLI42KSH9B,BD,1330110571000
IO6PEKW16,OX,238390597000
17RFPGRT6Y,AOKQ,71171396000
2,QAVPE0B07,445543768000
PT6VRP9W22,3Y9,1145684537000
JRWLZJLPGO,IQSQE4,505534949000
HOU,NWGF,1206392645000
27,W,992398751000
7SQ,FARG2V9D,781052623000
Y1ZS4,VGZ1HCD1RD,417669981000
BFLF0,US53U6KK,68080295000
X3AMWY3SM8,FQMYV5,1697173075000
CW,LY0,470786045000
Q2CU0,LOE,1413898009000
KY5VIQJ9R,C2N77,1471759193000
R58,8B,679322715000
IK2N4HU1RD,F698U24S,408173238000
O5,IM7WG7LM80,229550148000
0,N,1231762197000
NXHS,5J3U5,1683121678000
OMJCB,ZG0WJYIE3G,1171643432000
O7C3JZ0E73,XBB,1771480514000
55F4T,YWS5BG,1096995450000
OXWO5HSM,6N4,121482654000
7TN7UL3,POOC2FW,154799702000
4N5MP3,I8S2,228956516000
P29,KWMXMKK1W,726541357000
HPUGAB,CD6F4II,253877283000
9WN8R,5K,219920844000
D,UVLKXEOU,638952694000
HQSUL5FUM5,9LOE0O72,1444102919000
J,BPUY5V1Q,1752864724000
9L2LKRY9Y,YUIS,650663780000
HZD,MYP1E,352395519000
HTBZA,H2N,312035170000
62M,6,117271050000
N5T,P2C2XEFF,114525967000
I3QIDA5LX,V,1036319434000
PLN80JJWIZ,GPZ,1071005304000
2NV28,VQ1V,426411386000
GE4YFR08UV,YP4S,1104950279000
V1KU,57BPN,1604593661000
L,SD8M58,1761628308000
PQQHMXQ,F,62939702000
TWW,U,298548533000
RMV,P1EDOIPJF6,809194589000
2J,Y5NP,1776662646000
Z7TD4APBY,B6,63531421000
P8SKIDQ,5,233370000
DZZPJ6KAR,0TF8Z5RK9,1199648861000
QD0KGJU,MPB3,1343502413000
RM,J9ECUF8ULD,50116836000
T,1V1W,941473783000
VDOW7H,FH6,1000634466000
MFTRE4,CV,1309351870000
633J6,RD48N4KC,1439702656000
VDY,58FZ,947101481000
R47,R2RJKBFXQ,386909434000
6RGOKOIMD,T9I4,1888400919000
7O2D8CJ1,HY27I,566056692000
6,G0GHM,1066755153000
OP7E8YHT7,IZROH,1342029247000
ZOEK,WC8DO8QW,119386721000
9,SB,1334046214000
