name_user,reason_ban,time_ban
61QTN7AG,P2PF5,1341786695000
3U6LOK3I64,Q6PAI9,493173034000
IIJLJ07EB4,G7DHQNG06,1846129947000
AJYYN,F,1132709411000
JDY29NBNM,LV7TNO08NX,1620623449000
43WW08X,DCVKH8DGBQ,1224536949000
HPX99Y4VC,KDI4GXM,386757164000
9J8,JX,196336370000
AE,I7E5Z,714344567000
0VC8K8FS,KL,217606505000
M0XYU,25EMH,1442841593000
Q2FHZQE,3B,587211053000
XP3EGGY,IB,793624378000
HRWQ,YWEUN,172299954000
N7M9P5Q,5,55747831000
OP6EAS,7R0UNFH,151118334000
XY9OP0Z7,MQ9H,130605649000
J5P1DAJ,4F1ZHTF5,1779679742000
SEN,W,1223346595000
91H,3,879864048000
C,WSVPO4F7FF,1454513383000
AU,0FOH,287116535000
Y56A,TJLN,1886554846000
8,K96,672718541000
02O8DC,U,1714484533000
25C7XLG9AY,RH,95993798000
BU,S1F,1366643065000
J,P3ID9,1650431438000
HNA1CHV,EZE1JAM8NJ,1715045020000
0Q0E9YB,VQY2JP,1554301094000
IJ,VAFVA,566786905000
FL2D1T,Y,686316102000
0FT4NC,60XUKB3,1497466021000
SQPT,V692ZZY8,57997152000
V,GRED,1203306106000
D,5ECU,98845847000
5234U3Q,SKT53C,1038472809000
XQAYYUUG6,MXIL,911201279000
Q65,12,1700126946000
OQDJPVI,M,951125494000
7YJYD,AYV9UJFU,1665070027000
DQJ1,ORV4W90J,961655004000
0TEUAW,L47,614278688000
0BDKQ5VS1,GL9LRK,924088052000
VNY,X7FB,222683016000
5,0NIAS,1326269837000
CUY7YT7G2,DNOZHFIQ,1249856663000
LIYZE8AJY,TH4Y,261247599000
L,WPCOZG4,515844408000
B3PRG,IXW,90076485000
M1736,JTK,852237078000
R,07X,1070543554000
UYTGERV,KC8A5,1292359726000
3G53JL3N,U5972T,475693225000
UW,2AHX2XG97Q,9298556000
Y,0,859649034000
U20RUPSWA7,1FU8Q,915358489000
CXH,MULVD4GX,535901841000
KBVWNP,SUH,1103499423000
BQZ7L6CQV,IK,1852044456000
LBWG7A2,IKU1XB,45355187000
12R9PKUP9B,WNHIJ9VO2,726520930000
V,O1RY7HZR,358404059000
DCLEP4K7,SIV3DPZIUZ,1017746201000
WARY943JB,KX,1724170606000
K81TW,5DFDXHR69,904293599000
60QSO2UHL,0F,1091245065000
PKWSAF5UQ5,OZCK3,67172926000
7766BKGD,W6BJ7UIG0,481063393000
L,OV5,1503579601000
F919WP2SV,D7NVZ,1748253217000
U6U7N5VT,3ZMLZ3,55610444000
242GZR6,GBGTPU,1087085434000
N,YRLL5GQLIM,1858900773000
BLVX,E0,1679352794000
4RPHOIB2,1VO2,1196216710000
6WV,33,555763717000
V5TG,D5H06JG,1284958246000
6AD2,DSV7J8,1640349177000
R,1PNVZOMT,1000011685000
Y7UPT9PRJG,VNE5C5A,315780924000
IF2TX8XZF,QHIDT,1423014116000
YD3,J6E,1262183685000
1MP4,F,1756957149000
H2IJDU7WC,ZCWJE,278689815000
M8R98COHX,V3,1391726078000
FASRCIMD,C71U,1244433852000
FZ,77,1632731275000
UXSQUTYTD,JE58VMNKFY,1587277387000
PDSM,5W,553170674000
XSH7,8ZHY,31443950000
OYC,2YH3FM,762709387000
J43W2,CLXAB1J,1634468218000
BZOK6,RGBVHE4D,423746222000
7,HTW,475258695000
86ER9O,MJ4P1Y67O4,1550044139000
0V86NG04,RF,470261939000
1DK06,EMIPD,1840001318000
AABUR,A,666718197000
A,9X0PZTBZU7,1683182426000
KCMLXKZTJ4,KVKVZNU,81900293000
B50OPS6JM,7S,348050756000
LR1AIXMPK,VJ,361631114000
37HXC,LA9YANMU8,1838016900000
D959T4,T,1399722111000
16,ZN,876279604000
4F03KGS2IA,OZ01UWX2,603658723000
GW9CS35,9QEJOXRQR,1588672103000
XS,ZVOI,457079437000
I7MGRUBSRN,TBQM92V,478817988000
VW4RDR,0F1K7V,604109270000
DJHGV0UD,YB19,911219276000
Y7AA62A,QIE9IEIIMD,141866795000
LSNW,WTL6B92K,1472134740000
VC4X5ZLH,1BV,1607817505000
T,ZTQTQEX393,1887416111000
VJPXKHF222,Z75L34,1282796445000
KFFRASI8EC,XNJ,576053957000
L9DMFYE9,K,1494809379000
GI80QI4B0E,RSSO,1209323170000
S6G6V54NV,55Q,812107857000
UAU2ZRZ42G,4OPFPH,213462345000
6TGN210,UQ3PNK,73835435000
S2SO7DXS0,97,1863367325000
X,D4,326592167000
ENWC1VIU,DKW33IRYV,771550663000
TDWITBBMP,LVYW6TUJ,1843030807000
E5LW,JRTRCS,984090229000
YBAAQRFK27,CT9CXQ1U5U,759380646000
RK695L97A,45V1SV6,773848260000
SHMID6,35,838698486000
1PWB5XP7,7IX58Z4,979926782000
O,H3NFOHPCAN,1220783241000
F60,J,331887357000
Y,06D5F,1052910840000
J0HZHV0,YGRUN60T53,1592471881000
U1JBIN9LQR,VHDRQVUBFX,418709125000
RB,HC,841260952000
SEJ0U,BMJF5E9Z9,1555858279000
P52,KACCYSWLI,1281257813000
AJSV3,4J1Z5N1,436114704000
WEK52W,SDQ,47071478000
LC0W9ND0P,I0EA,1772718864000
FMITN6,HCURFXDWO4,1179708769000
0340HELVD,Z,67833257000
1X3MDDBZQP,9,1353730505000
316TTLY,OHHWRGSKF7,1141806720000
Q529MV,IFJ8C,1501082487000
UBX,HIA59E2EM,513833712000
CGMDE4J0,XSGSERKLVK,1510242447000
T707MBPE,SYSV,1856755131000
4P2CVX,C7UB4AH4,78410652000
DTTA,NRI9,492139892000
V0ESM07,319C,368092843000
HTC5CBGVBK,57P770B5O,1543523662000
7,Q860,231238737000
VT8VA1RH,NPC6FTS,439175124000
UPQAJFAO,EG13L,1171723547000
V9,U3,1126715269000
B2YEM0VRFW,3KXLPN,1394724751000
R,MMRIEOD,1239373969000
F,Y0ZBWS,155360185000
PBV2WJ77QZ,T3TBGD4SL,57193471000
MB9,2X3S1SVN33,1357932302000
8EKD,SL92S7NYND,927767150000
7O,0KJGK9A,725585391000
C159F3OXMR,LH0,550302511000
6XBZ,IR5X8TQ,49744565000
4CJNYKI,N,800636172000
KSTU9UTG6,6BXKV5I,1426089488000
HZE3,QRFY6MYB,1175670726000
J4,OG7QZDMMOB,1421267577000
FMOXS,CQMKL3S,1090605262000
I9Q,8,1039412500000
LA1,U6UINRBGR,835068387000
1CB,3D17CV,678430653000
GYLH5N,L27MONY4V,1505402698000
KSF8P43S9,XYYK6W,1020224906000
HQC4,Z8UD4AMRX,405953927000
W18H8,TU2IA6,1699377082000
QNEC,PJAV,130499734000
HNXF,H1X5IHEBE,404259300000
I796IVR6N,E7SM4R7CMF,1101795392000
HX7ANU,GB87GCPK0,468941986000
S4AQ9,2,1424267306000
U9,1UCL3J,1012008566000
MEKLYJ4AI,H8NPAZ0M1Q,173844270000
FBR,8LOA5F9,1198459233000
2,FH06450RMM,987490351000
E7M,BXTVJTMN,674246105000
EP46I5K5,8D,27763675000
C7ANR,BZ4R,381845081000
PN,LZB2H,1253983460000
G7HZ8WD,N1,1048066316000
G1X22,ZBK,356142188000
GK,9XQFVFW4,110956375000
1HX3G2,HW3JWGBN,849013754000
H8VMGYSN,2XZ4,595417926000
OU8XD6X,P2XDT5JCHE,623800889000
S9AKZNQ9G,1,105533862000
YNZOKLWBYG,44B9,1118392507000
JMS10W,9GKZ8,799560586000
3I8DX,MIO,193592920000
7W6C6O1,3N1,438964882000
IPZB0Y7,UW8B920EHM,1053913533000
K67,UJG,1070305137000
JPR,04WQ2,1674760136000
M29Z,N,701616809000
A7QZQ048AL,X3P9XCCJQ,1852906926000
YELNZHS7OL,BWCK0GS,1800357510000
MSU930HV,F,188938638000
0YJ,QX1T8TB2P,1560621694000
4UCVE2PCKY,PAZJZDLU,1048381520000
Q0ZUQ2TK6,HZCNJDBK7,1808443284000
5C9P8KW,D4FJCZFR3,112536423000
UI4HQT,MVU9H,621087181000
XCC5MFFG33,47LIO,1064346761000
X70FO,YM0D1D,1315409010000
MQHYJ3R,F71P4SARX,996517062000
4R08V8290,ZLC3DCN,692853379000
IEHAU2B1,0H,17925292000
DW8VG,1SRP,1191596359000
THN6T3G2HP,5E,747928246000
KHC3AJ,ECF,828858035000
XY94U43AEV,A,770539044000
2P,GJV,665263061000
C2T37P,1,17584828000
TM99,H9YG,1329918732000
8VLLKX921,YW6O,982185812000
IBZ5T5UNS,7GBPRG,320513843000
X1S8Y,ENVE,737051308000
3XVIYR,17KP7M8,18082614000
TR91IF60,9ZZ,38963983000
ABX,EN2DM49Y,949395362000
V,PLMDLNZM3Q,1333009916000
BYLZF,KQB,1728281444000
NHNL,2,119529387000
6Z63XG0,FQS3S,1480108593000
XJT,VN7,1206249344000
BKW5X61J,38F6HZRWP,156991904000
WWDA2F5D,WYZI,1267675910000
JR,9XR2,1517423616000
FNP3OFE79,U4EP4NX,1878454973000
IO,SWEV0,590795932000
81,244IBDT,34579512000
EVPYAT,ME,30618332000
LMQW2,7I2QHSQU,1429235562000
9QGZ19T4I,CDEMO3,1718994781000
NAO,4NSO6D,1306713014000
KLFFY,7AXEAY27,311000361000
UUYE3,ZSVXOEJ3QU,1565209618000
Q,WY6GUMQFCC,1646434230000
HZYXAGM4,NR8Z,772547231000
930XJ,OK0B7BWWE2,1370172052000
V6,ESSEOABVW9,1113706417000
UJ1Q7,EZ0ER9S4T2,1141074426000
QL,5N4NLQKW5Z,1720232468000
4RB2BT,MTAOLYDITY,1828995326000
0CQVCHILB,3VXCU,656187670000
SVL72QFK8,OLG9,686318777000
WES,JKJ26KID,975338335000
VY42IZQUD,8BO8YDFZD5,1571190369000
C,6HKTPZ,1850953161000
2,JS6OIESYL,330909900000
SUJ,X5F,1504038686000
TGUX,27T5CD,1735776229000
CG2,IS,1639973574000
21714L5WPY,XU6W1SJ3,1791046064000
20H0DD28T,SVGQ0M4RT,589134159000
5NEG7NAM0A,M98AGTE5,758409895000
S49GEM67,DSE,1149064566000
8F,91SAQJ,1732789191000
ILQZX7,Q80M,1382842142000
CAMK4MEA,OCSWYD3A,1748268768000
RR3Q,5N8AR,1496422233000
1G7,FUBY,755098102000
RMT5BHLBA,XLD5ZMUKAC,761464330000
OU1UF5YLG,O2YXBL6JKV,948626489000
OJ98,1BIYD9G,184000796000
MGCN6G3B,DU8AN,383291206000
S,ZBEBA,979372867000
HYS4,EJ,1157998650000
EVR5F8M,UFLT,545938087000
GG,CKEI,1281693045000
9,1V7LM,1415405952000
2BPMWSM0HO,3,805273720000
T7PLJ,ZLNHI,96412689000
